id,position,city,company,salary,experience,education,industry,skills,benefits
1859,大数据开发工程师,北京,中科软科技股份有限公司,1.2-2万,5-10年,本科,计算机软件,"Spark, Flink, ClickHouse, Elasticsearch, Kafka, 数据挖掘, 数据中台, 数据库开发","五险一金, 绩效奖金, 十三薪"
1860,大数据管理与应用教师,合肥,安徽新华学院,6000-12000元·13薪,经验不限,硕士,学校/学历教育,"线下教育, 授课老师, 经管类","单位体检, 五险一金, 周末双休, 节日福利, 免费停车, 餐饮补贴"
1861,大数据全栈工程师,南宁,南宁智云讯科大数据科技有限公司,9000-15000元,3-5年,本科,云计算/大数据,,
1862,前端开发工程师-大数据方向,上海,吉祥航空,1.5-2.3万,1-3年,本科,客运服务,Vue,
1863,大数据开发工程师（浐灞）,西安,京北方,1.2-1.9万,5-10年,本科,IT服务,"报表开发, HIVE开发, 各种调度引擎及BI工具, 数据建模, 报表分析设计开发, 数据需求分析, 数仓建模",
1864,物业环境主管（大数据）,济南,绿城物业服务集团有限公司济南高新分公司,5000-7000元·13薪,1-3年,大专,物业管理,住宅小区,"五险一金, 节日福利, 高温补贴, 包住, 十三薪"
1865,互联网电商/大数据软件推广专员,南京,新骅光医疗科技集团有限公司,7000-14000元,1-3年,高中,医疗设备/器械,"互联网, 生物医疗/大健康, 医疗设备/器械, 电子商务, 新零售, 电话销售, 网络销售, 地推销售, 医疗机构","五险一金, 午餐免费, 高提成, 拓展培训, 工资月结, 燃油补贴, 绩效奖金, 学历补贴, 通讯补贴, 团建福利, 晋升公开透明, 包住, 交通补贴"
1866,大数据开发（数仓方向）,广州,上海钦诚信息科技有限公司,1.5-1.8万,5-10年,本科,计算机软件,,
1867,数据仓库建模,济南,山东北落师门信息科技有限公司,1.1-2万,3-5年,本科,计算机软件,"数据建模, Oracle",
1868,大数据开发工程师,北京,京北方,1.8-2.2万,5-10年,本科,IT服务,"银行, 互联网",
1869,时空大数据架构师,广州,广东智帆海洋科技有限公司,2-4万,3-5年,本科,计算机软件,"数据库开发, 大数据开发, 数据建模, GEOMESA, QGIS, 时空大数据","带薪假期, 五险一金, 法定节假日休, 周末双休"
1870,大数据平台工程师,北京,积至(海南)信息技术有限公司北京分公司,1.3-2.6万,3-5年,本科,计算机软件,"Linux, 网络安全, 数据库开发",
1871,大数据开发组长（曲阳路）,上海,京北方,2-2.5万,5-10年,本科,IT服务,"Hadoop, 数据治理, 数据架构, 数据建模, SQL, Shell",
1872,大数据开发（sql+java）,深圳,深圳市睿服科技有限公司,1.4-1.8万,5-10年,本科,IT服务,"数据仓库, Java, Scala, Hadoop, Sql, Flink, Spark, Oracle, FINEBI",
1873,大数据工程师,济南,浪潮集团,3-5.5万,经验不限,博士,IT服务,"数据架构, 数据治理, 数据挖掘, Java, Python",
1874,大数据开发工程师,武汉,江苏圣旺科技有限公司,8000-16000元,经验不限,本科,电子商务,"Flink, Spark, Sql, 数据治理, 数据库开发, 数据挖掘",
1875,大数据开发工程师,北京,云网易通信息技术(河南)有限公司,9000-10000元,1-3年,本科,云计算/大数据,"Hadoop, Spark, Kafka",
1876,高级大数据开发工程师(A217626),北京,北京淘友天下技术有限公司,2.5-3万·15薪,3-5年,学历不限,互联网,"Java, Python, C++, Hadoop, Flink, Kafka",
1877,大数据开发工程师(003641),成都,中国移动,面议,3-5年,本科,运营商/增值服务,"数据治理, 数据架构, Sql, Java, Python, 数据挖掘, Hadoop, Flink",
1878,区域销售（教育大数据）,石家庄,竞业达,8000-15000元,3-5年,本科,计算机硬件,"院校客户, 渠道销售, 区域销售, 面销/陌拜, AIGC诊断报告",
1879,大数据开发工程师,东莞,软通动力信息技术(集团)股份有限公司,1.2-1.5万,3-5年,本科,互联网,"数据治理, Java, Python, Hadoop, Spark, Kafka, 数据建模, 数据仓库",
1880,大数据产品开发,北京,北京移动,面议,1-3年,本科,运营商/增值服务,,
1881,大数据开发工程师,北京,鑫锡软件(朝阳)有限公司,1.2-1.7万,3-5年,本科,IT服务,Hadoop,
1882,中级大数据开发工程师,广州,京北方,1.2-1.3万,3-5年,本科,IT服务,"数据挖掘, ETL开发, 数据建模, Java, Python, Hadoop, Hive, MySQL",
1883,资深大数据分析工程师(J15832),深圳,迈瑞,1.8-2.5万·18薪,5-10年,本科,医疗设备/器械,"数据治理, Sql, Matlab, 报表开发, 数据挖掘",
1884,新能源发电并网控制、大数据及电气工程师,北京,北京国源联诺科技有限公司,2-3万,经验不限,本科,电力/水利/热力/燃气,"仿真验证, MATLAB, Simulink, Java, C++, C语言, Python, 电力控制系统","五险一金, 绩效奖金, 带薪假期, 免费班车, 十三薪, 商业医疗险"
1885,大数据,南京,南京迈特望科技股份有限公司,1-1.8万,1-3年,本科,计算机软件,"Sql, Java, Python, Hadoop, Flink, Spark",
1886,大数据开发-石家庄,石家庄,杭州衡泰技术股份有限公司,8000-10000元,3-5年,本科,计算机软件,"Python, Java, Hadoop, Spark, MapReduce",
1887,大数据开发工程师,南昌,杭州天宽科技有限公司,1-1.6万·14薪,3-5年,本科,通信/网络设备,"数据仓库, 数据库开发",
1888,大数据开发工程师,西安,软通动力信息技术(集团)股份有限公司,1.3-1.6万,3-5年,本科,互联网,"Sql, Java, Flink, Spark",
1889,大数据工程师,上海,中科软科技股份有限公司,8000-16000元·13薪,3-5年,本科,计算机软件,"数据仓库, 数据库开发, ETL, Sql, Python, Shell, Hadoop, Spark, Flink","五险一金, 周末双休, 单位体检, 带薪假期"
1890,大数据售后工程师,郑州,郑州森鹏电子技术股份有限公司,4000-6000元,经验不限,大专,汽车零部件,"安装, 售后维护, 系统调试","五险一金, 奖金加提成, 包住, 带薪假期, 团建旅游, 节日福利, 包吃, 十三薪, 年终奖金"
1891,大数据工程师,广州,北京中科特瑞科技有限公司,1.1-1.5万,3-5年,硕士,计算机软件,"大数据开发, Spark, Hadoop, Python, Java","单位体检, 五险一金, 节日福利, 年终奖金, 寒暑假"
1892,大数据工程师,济南,深圳市睿服科技有限公司,1-1.4万,3-5年,本科,IT服务,"ETL, Sql",
1893,大数据开发工程师-004,成都,京北方,1.5-2万,3-5年,本科,IT服务,"Hive, MySQL, Linux, Oracle, 数据库, 数据分析","五险一金, 节日福利, 餐饮补贴, 加班补贴, 绩效奖金, 带薪假期"
1894,高级大数据开发(成都）,成都,成都迈思信息技术有限公司,1.4-1.6万,5-10年,本科,计算机软件,"Sql, Java",
1895,高级大数据平台开发工程师,北京,北京才鼎通科技有限公司,1.5-2.5万,5-10年,大专,计算机软件,"数据架构, 数据中台开发, 数据存储, Java, Python, Scala, Hadoop, Spark, Kafka, MPP",
1896,大数据分析师,深圳,深圳市驻聚元实业有限公司,8000-12000元,经验不限,本科,电子商务,"Sql, Python, 无经验可带",
1897,数仓开发工程师,北京,探哲(北京)科技有限公司,1.5-2万,5-10年,本科,人工智能,数仓开发,
1898,大数据开发工程师(J11031),北京,北京汽车研究总院有限公司,1.2-1.6万,3-5年,本科,学术/科研,"Sql, Java, 数据架构, 数据挖掘, 数据仓库",
1899,大数据研发高级工程师,北京,礼博士实业有限公司,1.2-1.8万,5-10年,本科,互联网,"数据治理, ETL, 数据仓库, Java, Spark, 数据湖",
1900,大数据数据分析师(A237718),东莞,玖龙纸业（控股）有限公司,1.5-2.5万,3-5年,本科,印刷/包装/造纸,,
1901,大数据开发工程师,海口,海南新境界软件有限公司,8000-12000元·14薪,1-3年,本科,计算机软件,"数据架构, 数据库开发, 数据中台开发, Sql, Java, Python, Hadoop, Spark","五险一金, 节日福利, 餐饮补贴, 单位体检, 带薪假期, 团建旅游, 全勤奖金, 十三薪"
1902,大数据平台管理人员,深圳,北京岳维环保科技有限公司,1-2万,1-3年,本科,环保,,
1903,高级大数据开发工程师（统本）,厦门,软通动力信息技术(集团)股份有限公司,1.6-1.7万,5-10年,本科,互联网,"数据治理, 数据架构, 数据挖掘",
1904,大数据架构师,济南,上海伯筱科技有限公司,3-5万·14薪,5-10年,本科,电子/半导体/集成电路,"数据治理, 数据建模, 数据库开发",
1905,大数据讲师,济南,鼎利(山东)产业发展有限公司,7000-9000元,3-5年,本科,学校/学历教育,"大数据开发, Hadoop, Spark, Java, Python","五险一金, 绩效奖金, 团建福利, 周末双休"
1906,大数据开发工程师,福州,星云智慧(福建)能源科技有限责任公司,1-1.5万·13薪,3-5年,本科,新能源,"数据仓库, 数据库开发, 数据挖掘, Python, Java, Scala, Hadoop, Spark",
1907,大数据开发工程师,昆明,湖南大唐先一科技有限公司,6000-10000元,1-3年,本科,IT服务,"数据建模, 数据仓库, 数据挖掘, Sql, Java, Shell, Hadoop, Flink, Kafka",
1908,大数据开发经理,上海,京北方,2-2.8万,10年以上,本科,IT服务,"银行, 金融, 数据平台, 数仓开发, ETL开发, Hive, SQL Server",
1909,高级大数据研究员,北京,英视睿达,1.5-3万·14薪,经验不限,硕士,IT服务,"视觉图像算法, 机器学习算法, 深度学习算法","五险一金, 股票期权, 交通补贴, 节日福利, 餐饮补贴, 周末双休, 涨薪"
1910,大数据运维工程师,南宁,南京迈特望科技股份有限公司,7000-10000元,1-3年,本科,计算机软件,Spark,
1911,大数据开发工程师,济南,济南慧天云海信息技术有限公司,1.2-1.5万·13薪,3-5年,本科,网络/信息安全,"Kafka, Hadoop, Flink",
1912,大模型数据训练师,重庆,中国电信重庆分公司,1.1-1.5万,3-5年,本科,通信/网络设备,"医疗类AI训练, 政务类AI训练, 金融类AI训练, AI AGENT, Python",
1913,大数据开发工程师,上海,上海路幻信息技术有限公司,1.1-1.6万·13薪,1-3年,本科,IT服务,"ETL, Java, Python, Shell, Hadoop, Flink, Spark, Hive, MySQL, Oracle","节日福利, 交通补贴, 周末双休, 年终奖金"
1914,大数据销售经理,成都,北京映潮科技有限公司,7000-12000元,3-5年,本科,云计算/大数据,,
1915,大数据开发工程师（现场面试）,南京,成都迈思信息技术有限公司,1.6-1.8万,3-5年,本科,计算机软件,"Java, Sql, Shell, Spark, Hadoop",
1916,高级大数据工程师,沈阳,沈阳点为信息科技有限公司,1-1.2万,5-10年,本科,计算机软件,"Hadoop, HDFS, MapReduce",
1917,大数据运维专员,唐山,水山建设集团有限公司,4000-7000元,1-3年,本科,工程施工,"系统运维, 数据库运维, 网络运维",
1918,大数据中心-水务管网技术专员,天津,浙江大学滨海产业技术研究院,6000-10000元·13薪,1-3年,大专,科学技术推广,"内业数据处理, 市政工程",
1919,大数据工程师（必须有Greenplum经验+6个月）,杭州,广东善世企业服务集团有限公司,1.6-1.7万,3-5年,本科,人力资源服务,"数据架构, 数据中台开发, 数据治理, Sql, Python, Shell, Spark, POSTGRESSQL, Greenplum, SparkSQL",
1920,大数据研发工程师,杭州,杭州慧简医疗科技有限公司,8000-10000元,1-3年,本科,计算机软件,"全栈, 人工智能, Python, Dubbo, Mybatis","年终分红, 五险一金, 餐饮补贴, 加班补贴, 通讯补贴, 交通补贴, 住房补贴"
1921,请大数据推给想搞钱的！！！,上海,上海太屋网络科技有限公司,1.8-2.6万,经验不限,大专,房地产开发,"住宅房产, 商业房产, 新房, 二手房, 面销/陌拜	, 网络销售, 地推销售, 五险一金, 住房补贴, 团建福利, 带薪培训, 带薪年假, 提成高, 新人友好, 氛围轻松","五险一金, 包住, 无责底薪, 住房补贴, 高提成, 带薪假期, 带薪培训, 团建福利"
1922,大数据工程师,广州,广州市迈源科技有限公司,1.2-1.5万,1-3年,本科,环保,Python,"单位体检, 五险一金, 团建旅游, 周末双休, 加班补贴"
1923,java大数据开发工程师,西安,软通动力信息技术(集团)股份有限公司,1-1.6万,1-3年,本科,互联网,"Java, 数据仓库, ETL, 数据库开发, Flink, Hadoop, Spark",
1924,大数据开发工程师,北京,彩讯科技股份有限公司,1.5-2万,5-10年,本科,计算机软件,"Spark, Hadoop, Flink","股票期权, 五险一金, 带薪假期, 单位体检, 节日福利"
1925,大数据销售经理,深圳,盈华讯方,8000-15000元,3-5年,本科,运营商/增值服务,"KA大客户, 企业客户",
1926,大数据开发工程师,青岛,青岛格兰德信用管理咨询有限公司,1-1.5万,1-3年,本科,云计算/大数据,"Java, Scala, Hadoop, Spark, Flink","五险一金, 股票期权, 住房公积金, 节日福利, 周末双休, 加班补贴, 法定节假日休, 绩效奖金, 带薪假期, 零食/下午茶, 社会保险"
1927,大数据开发工程师,北京,中软联动公司,1.3-2.6万,5-10年,本科,计算机软件,"数据治理, 数据仓库, 数据集市, 数据中台, 数据中台建设, 数据湖",
1928,高级技术经理（数据仓库）,武汉,马应龙药业集团股份有限公司,1.5-2万,5-10年,本科,医药制造,"数仓开发, 数据建模, 数据采集, 数据调研, 数据清洗, 数据治理, 数据运维, 数据仓库",
1929,大数据讲师,绍兴,合肥科大讯飞教育发展有限公司,1.1-1.6万·14薪,3-5年,本科,人工智能,"大数据开发, Spark, Flink, Hive",拓展培训
1930,大数据开发,珠海,深圳华云信息系统科技股份有限公司,1.1-1.4万,3-5年,本科,计算机软件,"数据仓库, ETL, 数据库开发, Sql, Java, Python, Hadoop, Spark",
1931,大数据开发工程师(C1097),西安,中创智维科技,1.3-1.8万,3-5年,本科,人工智能,数据,五险一金
1932,大数据与会计专任教师,长沙,长沙南方职业学院,6000-8000元,经验不限,硕士,学校/学历教育,"经管类, 授课老师","单位体检, 五险一金, 节日福利"
1933,软件研发（大数据开发）,北京,中国四维测绘技术有限公司,2-3万,3-5年,硕士,IT服务,"数据中台开发, STARROCKS, Flink, MyBatis, hive, DORIS",
1934,策划编辑（人工智能、数据科学与大数据技术、计算机科学与技术相关专业）,北京,中国人民大学出版社,1-1.5万,无经验,硕士,新闻/出版,"图书, 策划编辑, 工作居住证, 七险一金, 年终绩效, 免费健身房, 超长春节假期","七险一金, 绩效奖金"
1935,大数据高级研发工程师-联通产互公司,成都,中国联合网络通信有限公司四川省分公司,面议,5-10年,本科,运营商/增值服务,数据治理,
1936,大数据开发,北京,鑫锡软件(朝阳)有限公司,1.2-1.8万,3-5年,本科,IT服务,数据库开发,
1937,高级大数据开发工程师,上海,康嘉信息,1.8-2万,3-5年,大专,计算机软件,"数据架构, 数据建模, ETL, Sql, Java, Python, Flink, 大数据中台运维, Spark, Hadoop",
1938,大数据工程师,广州,天阳科技,1.6-1.7万,5-10年,本科,计算机软件,"Java, Python, Flink",
1939,JAVA开发工程师（大数据方向）,济南,普联软件股份有限公司,8000-12000元,1-3年,本科,计算机软件,"Java, 数据开发",
